csv,errorBound,initMode,i,query,indexUtil,Tree Node Count,Leaf tiles,Overlapped tiles,Fully Contained Tiles With Stats,Fully Contained Tiles Without Stats,Sampling Tiles,Sampling Rate,Sampling Rounds,Expanded nodes,I/Os,Time (sec),Confidence Interval,Error Bound,run
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0.01,valinor,0,"Query{op=null, rect=(-73.99..-73.94),(40.745..40.77), categoricalFilters={}, groupByCols=[], measureCols=[12, 17], aggregateTypes=[COUNT, MIN, MAX, SUM, AVG]}",0.0,8969,10000,0,0,0,0,0.0,0,0,0,273.81454655,null,,1
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0.01,valinor,1,"Query{op=P, rect=(-73.9965..-73.9465),(40.74825..40.77325), categoricalFilters={}, groupByCols=[], measureCols=[12, 17], aggregateTypes=[COUNT, MIN, MAX, SUM, AVG]}",0.0,10225,10942,340,0,1032,1181,3.6420693370290796E-4,1,0,23206,3.777640783,"{17=[8.162526965173396E8, 8.326767221454753E8], 12=[6.793717825593371E8, 6.929562438930581E8]}","{17=0.009960417615360762, 12=0.00989884420624864}",1
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0.01,valinor,2,"Query{op=P, rect=(-73.9895..-73.93951),(40.75175..40.776752), categoricalFilters={}, groupByCols=[], measureCols=[12, 17], aggregateTypes=[COUNT, MIN, MAX, SUM, AVG]}",0.0,13685,13537,1020,0,3274,3510,4.357677115944401E-4,1,0,25541,3.785398674,"{17=[6.870408185376016E8, 7.005427781787964E8], 12=[5.719117410726953E8, 5.830354530838249E8]}","{17=0.009730555818868206, 12=0.009631359829618423}",1
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0.01,valinor,3,"Query{op=P, rect=(-73.9895..-73.93951),(40.7495..40.7745), categoricalFilters={}, groupByCols=[], measureCols=[12, 17], aggregateTypes=[COUNT, MIN, MAX, SUM, AVG]}",0.0,25581,22459,3514,0,11814,12194,4.3333586286558337E-4,1,0,36519,4.58669088,"{17=[6.89876644459338E8, 7.02347099568346E8], 12=[5.727173563384335E8, 5.829561723528972E8]}","{17=0.008957220534776414, 12=0.008859609362220109}",1
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0.01,valinor,4,"Query{op=P, rect=(-73.983505..-73.93351),(40.7525..40.7775), categoricalFilters={}, groupByCols=[], measureCols=[12, 17], aggregateTypes=[COUNT, MIN, MAX, SUM, AVG]}",0.0,57502,46402,9829,0,32900,33367,5.264923446825449E-4,1,0,71812,4.365191988,"{17=[5.581926854785022E8, 5.66488699881301E8], 12=[4.638396619984842E8, 4.706460223025691E8]}","{17=0.007376324095685879, 12=0.007283536193682518}",1
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0.01,valinor,5,"Query{op=P, rect=(-73.977005..-73.92701),(40.74925..40.77425), categoricalFilters={}, groupByCols=[], measureCols=[12, 17], aggregateTypes=[COUNT, MIN, MAX, SUM, AVG]}",0.0,124403,96580,25225,0,74307,75222,7.522021448284096E-4,1,0,151704,3.656627213,"{17=[3.8806758708498883E8, 3.923897728723376E8], 12=[3.224331112770452E8, 3.259971240351431E8]}","{17=0.005538016564524517, 12=0.005496370409658619}",1
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0.01,valinor,6,"Query{op=ZI, rect=(-73.981..-73.95601),(40.753624..40.766125), categoricalFilters={}, groupByCols=[], measureCols=[12, 17], aggregateTypes=[COUNT, MIN, MAX, SUM, AVG]}",0.0,232719,177817,47186,0,127009,128089,0.0010656049851547084,1,0,256183,4.223771211,"{17=[2.7945614040657705E8, 2.816976822531095E8], 12=[2.315989246614465E8, 2.3342896019052517E8]}","{17=0.00399452299176772, 12=0.003935324286330059}",1
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0.01,valinor,7,"Query{op=ZI, rect=(-73.983..-73.970505),(40.755814..40.762062), categoricalFilters={}, groupByCols=[], measureCols=[12, 17], aggregateTypes=[COUNT, MIN, MAX, SUM, AVG]}",0.0,264139,201382,38388,0,60588,61579,0.003393499164785402,1,0,123211,1.286695345,"{17=[9.28568149563658E7, 9.385510977481729E7], 12=[7.643046051476072E7, 7.723378724384324E7]}","{17=0.005346711624813361, 12=0.005227805041186264}",1
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0.01,valinor,8,"Query{op=ZI, rect=(-73.984..-73.97775),(40.756905..40.760033), categoricalFilters={}, groupByCols=[], measureCols=[12, 17], aggregateTypes=[COUNT, MIN, MAX, SUM, AVG]}",0.0,269299,205252,6832,0,10238,10626,0.019306333181507988,1,0,29119,0.202036766,"{17=[1.6112904392871462E7, 1.6418192949476589E7], 12=[1.334919061636342E7, 1.359494165343568E7]}","{17=0.009384514558250416, 12=0.009120762717889237}",1
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0.01,valinor,9,"Query{op=P, rect=(-73.98325..-73.977005),(40.75728..40.760406), categoricalFilters={}, groupByCols=[], measureCols=[12, 17], aggregateTypes=[COUNT, MIN, MAX, SUM, AVG]}",0.0,272383,207565,11594,0,13439,13877,0.017420120834940857,1,0,32596,0.17274946,"{17=[1.749012867970268E7, 1.778319016579732E7], 12=[1.449440385132936E7, 1.4731729636765886E7]}","{17=0.008308304851558534, 12=0.008120327840601852}",1
