csv,errorBound,initMode,i,query,indexUtil,Tree Node Count,Leaf tiles,Overlapped tiles,Fully Contained Tiles With Stats,Fully Contained Tiles Without Stats,Sampling Tiles,Sampling Rate,Sampling Rounds,Expanded nodes,I/Os,Time (sec),Confidence Interval,Error Bound,run
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0.01,valinor,0,"Query{op=null, rect=(-73.99..-73.94),(40.745..40.77), categoricalFilters={}, groupByCols=[], measureCols=[12, 17, 4, 3], aggregateTypes=[COUNT, MIN, MAX, SUM, AVG]}",0.0,8969,10000,0,0,0,0,0.0,0,0,0,281.360090009,null,,2
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0.01,valinor,1,"Query{op=P, rect=(-73.9965..-73.9465),(40.74825..40.77325), categoricalFilters={}, groupByCols=[], measureCols=[12, 17, 4, 3], aggregateTypes=[COUNT, MIN, MAX, SUM, AVG]}",0.0,10225,10942,340,0,1032,1181,0.010747540218987975,2,0,656823,14.554055824,"{17=[8.302404229050044E8, 8.33287493486837E8], 3=[1.0328597796964085E8, 1.0368402951682416E8], 4=[1.4810663466383052E8, 1.4892445980866677E8], 12=[6.903626201954873E8, 6.928576021460474E8]}","{17=0.00183169188314055, 3=0.0019232329940816954, 4=0.0027533317556824714, 12=0.001803748897147088}",2
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0.01,valinor,2,"Query{op=P, rect=(-73.9895..-73.93951),(40.75175..40.776752), categoricalFilters={}, groupByCols=[], measureCols=[12, 17, 4, 3], aggregateTypes=[COUNT, MIN, MAX, SUM, AVG]}",0.0,13685,13537,1020,0,3274,3510,0.010894419793827761,2,0,558012,7.576565966,"{17=[6.88420967222676E8, 6.911486882064779E8], 3=[8.632198700259078E7, 8.668376001880097E7], 4=[1.2289744890786858E8, 1.2363103855477382E8], 12=[5.719908258051224E8, 5.742218107991185E8]}","{17=0.001977225994401354, 3=0.0020911040380957174, 4=0.0029756790156610508, 12=0.0019463971367526004}",2
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0.01,valinor,3,"Query{op=P, rect=(-73.9895..-73.93951),(40.7495..40.7745), categoricalFilters={}, groupByCols=[], measureCols=[12, 17, 4, 3], aggregateTypes=[COUNT, MIN, MAX, SUM, AVG]}",0.0,25581,22459,3514,0,11814,12194,0.010889428387670739,2,0,566045,7.209312263,"{17=[6.961163594220794E8, 6.988814115293435E8], 3=[8.675036210820058E7, 8.711122326714706E7], 4=[1.2445271513047817E8, 1.251951995971455E8], 12=[5.779993021734337E8, 5.802551134993068E8]}","{17=0.001982119373121441, 3=0.0020755657908411774, 4=0.0029741264511558446, 12=0.0019475957055280553}",2
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0.01,valinor,4,"Query{op=P, rect=(-73.983505..-73.93351),(40.7525..40.7775), categoricalFilters={}, groupByCols=[], measureCols=[12, 17, 4, 3], aggregateTypes=[COUNT, MIN, MAX, SUM, AVG]}",0.0,57502,46402,9829,0,32900,33367,0.0010806334702033137,1,0,87167,4.009400573,"{17=[5.614170198889003E8, 5.682722717839217E8], 3=[7.12246697061416E7, 7.215005902704452E7], 4=[9.96344138784105E7, 1.0147618153918721E8], 12=[4.6670220405542654E8, 4.7236609420106083E8]}","{17=0.006068263145940168, 3=0.006454340517881791, 4=0.00915798422729718, 12=0.006031393197012511}",2
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0.01,valinor,5,"Query{op=P, rect=(-73.977005..-73.92701),(40.74925..40.77425), categoricalFilters={}, groupByCols=[], measureCols=[12, 17, 4, 3], aggregateTypes=[COUNT, MIN, MAX, SUM, AVG]}",0.0,124403,96580,25225,0,74307,75222,0.0015439062358075131,1,0,157660,4.186458378,"{17=[3.8885058278500265E8, 3.926743517828341E8], 3=[4.963068686861646E7, 5.018340090707533E7], 4=[6.871087689401427E7, 6.973891227049741E7], 12=[3.2293703776824236E8, 3.2605574483709836E8]}","{17=0.004892702495725117, 3=0.005537435153452096, 4=0.007425330025324841, 12=0.004805457244587755}",2
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0.01,valinor,6,"Query{op=ZI, rect=(-73.981..-73.95601),(40.753624..40.766125), categoricalFilters={}, groupByCols=[], measureCols=[12, 17, 4, 3], aggregateTypes=[COUNT, MIN, MAX, SUM, AVG]}",0.0,232719,177817,47186,0,127009,128089,0.0021871702876667875,1,0,257304,3.587669195,"{17=[2.7963492429200816E8, 2.817350516693225E8], 3=[3.517734188388454E7, 3.546219418278212E7], 4=[4.9275334628342405E7, 4.9841881895321414E7], 12=[2.317978945016151E8, 2.3351270890163302E8]}","{17=0.0037410753464645462, 3=0.0040324769209801655, 4=0.005715931972764269, 12=0.0036853112468873232}",2
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0.01,valinor,7,"Query{op=ZI, rect=(-73.983..-73.970505),(40.755814..40.762062), categoricalFilters={}, groupByCols=[], measureCols=[12, 17, 4, 3], aggregateTypes=[COUNT, MIN, MAX, SUM, AVG]}",0.0,264139,201382,38388,0,60588,61579,0.0069652081661039835,1,0,125862,1.335283208,"{17=[9.331881440720922E7, 9.427224954439184E7], 3=[1.118838369641934E7, 1.1301228598025113E7], 4=[1.652122026548749E7, 1.6774480499754393E7], 12=[7.686228887160459E7, 7.762920012775952E7]}","{17=0.005082518948922917, 3=0.005017645485762753, 4=0.007606394472744878, 12=0.004964100359975696}",2
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0.01,valinor,8,"Query{op=ZI, rect=(-73.984..-73.97775),(40.756905..40.760033), categoricalFilters={}, groupByCols=[], measureCols=[12, 17, 4, 3], aggregateTypes=[COUNT, MIN, MAX, SUM, AVG]}",0.0,269299,205252,6832,0,10238,10626,0.04962653974658265,2,0,62485,0.397232898,"{17=[1.6147561566543704E7, 1.6344765796700208E7], 3=[2000055.7028399662, 2024402.4942759776], 4=[2838561.099905452, 2890654.4312644643], 12=[1.3383549030245902E7, 1.3542534860766796E7]}","{17=0.0060692553030099565, 3=0.006049706629692199, 4=0.009092576649559996, 12=0.005904528529451702}",2
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0.01,valinor,9,"Query{op=P, rect=(-73.98325..-73.977005),(40.75728..40.760406), categoricalFilters={}, groupByCols=[], measureCols=[12, 17, 4, 3], aggregateTypes=[COUNT, MIN, MAX, SUM, AVG]}",0.0,272383,207565,11594,0,13439,13877,0.03575506048539758,1,0,52814,0.268973833,"{17=[1.7466675249095965E7, 1.7692767478006754E7], 3=[2196802.208889026, 2226231.4263257515], 4=[3018285.716093899, 3077812.8492471916], 12=[1.4482953214197567E7, 1.4665340567920731E7]}","{17=0.006430483857939685, 3=0.00665362732094535, 4=0.00976479177875, 12=0.006257222295291069}",2
