csv,errorBound,initMode,initCatBudget (Gb),initCatBudget (nodes),binCount,i,query,indexUtil,Tree Node Count,Leaf tiles,Overlapped tiles,Fully Contained Tiles,Expanded nodes,I/Os,Time (sec),Query Result,Query Result Sum
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0,valinor,,0,,30,"Query{rect=(-74.00297..-73.97967),(40.729137..40.746616), categoricalFilters={}, groupByCols=null, measureCol=12}",0.0,34956,29494,9041,8660,0,4744696,24.929480276,"{null=Stats{count=24269629, mean=10.789885207576607, populationStandardDeviation=7.677076125139185, min=0.0, max=400.0}}",2.6186651094047222E8
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0,valinor,,0,,31,"Query{rect=(-74.005295..-73.981995),(40.729137..40.746616), categoricalFilters={}, groupByCols=null, measureCol=12}",0.0,36328,30523,9305,8988,0,4195336,22.507862076,"{null=Stats{count=24003838, mean=10.8786456453538, populationStandardDeviation=7.736104662967359, min=0.0, max=400.0}}",2.6112924773047805E8
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0,valinor,,0,,32,"Query{rect=(-74.005295..-73.981995),(40.72739..40.74487), categoricalFilters={}, groupByCols=null, measureCol=12}",0.0,38072,31831,11046,10384,0,1412562,12.386741637,"{null=Stats{count=23591514, mean=10.926297035470439, populationStandardDeviation=7.660701000581787, min=0.0, max=400.0}}",2.5776788948045936E8
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0,valinor,,0,,33,"Query{rect=(-74.005295..-73.981995),(40.729137..40.746616), categoricalFilters={}, groupByCols=null, measureCol=12}",0.0,39508,32908,11138,10551,0,838357,9.777728013,"{null=Stats{count=24003838, mean=10.878645645355352, populationStandardDeviation=7.736104662967259, min=0.0, max=400.0}}",2.6112924773051533E8
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0,valinor,,0,,34,"Query{rect=(-74.00762..-73.98432),(40.729137..40.746616), categoricalFilters={}, groupByCols=null, measureCol=12}",0.0,41144,34135,10602,10285,0,3704459,20.87271257,"{null=Stats{count=24350374, mean=10.951935321422381, populationStandardDeviation=7.704619206390471, min=0.0, max=400.0}}",2.6668372110044518E8
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0,valinor,,0,,35,"Query{rect=(-74.005295..-73.981995),(40.730885..40.748363), categoricalFilters={}, groupByCols=null, measureCol=12}",0.0,42848,35413,10942,10140,0,3378556,19.985611043,"{null=Stats{count=24361536, mean=10.861445911312428, populationStandardDeviation=7.801993155111401, min=0.0, max=400.0}}",2.6460150558049053E8
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0,valinor,,0,,36,"Query{rect=(-74.005295..-73.981995),(40.73263..40.75011), categoricalFilters={}, groupByCols=null, measureCol=12}",0.0,43412,35836,10069,9599,0,5471552,26.468423705,"{null=Stats{count=25556190, mean=10.890503467870746, populationStandardDeviation=7.844676978092869, min=0.0, max=400.0}}",2.783197758205637E8
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0,valinor,,0,,37,"Query{rect=(-74.005295..-73.981995),(40.730885..40.748363), categoricalFilters={}, groupByCols=null, measureCol=12}",0.0,43872,36181,12419,11597,0,341820,6.229372844,"{null=Stats{count=24361536, mean=10.861445911312764, populationStandardDeviation=7.801993155111331, min=0.0, max=400.0}}",2.646015055804987E8
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0,valinor,,0,,38,"Query{rect=(-74.00762..-73.98432),(40.73263..40.75011), categoricalFilters={}, groupByCols=null, measureCol=12}",0.0,45368,37303,9880,9622,0,5348828,26.815475515,"{null=Stats{count=25756192, mean=10.963946244870183, populationStandardDeviation=7.800523846226726, min=0.0, max=400.0}}",2.8238950456055546E8
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0,valinor,,0,,39,"Query{rect=(-74.005295..-73.981995),(40.73438..40.751858), categoricalFilters={}, groupByCols=null, measureCol=12}",0.0,46772,38356,8939,8230,0,5807225,27.775714712,"{null=Stats{count=26814648, mean=10.985700607393204, populationStandardDeviation=7.932373830205664, min=0.0, max=400.0}}",2.9457769482063496E8
