csv,version,i,rowCount,Time (sec),Query,errorBound
/Users/vasilisstamatopoulos/Documents/Works/01_ATHENA/01_Projects/XtremeXP/Code/approximate-valinor/data/yellow_tripdata_2014_cleaned.csv,table,0,1,3.570342167,"select count(column12) as count_column12, min(column12) as min_column12, max(column12) as max_column12, sum(column12) as sum_column12, avg(column12) as avg_column12, sum(column12 * column12) as sum_of_squares_column12 from data_table where column05 > -73.998314 AND column05 < -73.975006 AND column06 > 40.71516 AND column06 < 40.73264;",0
/Users/vasilisstamatopoulos/Documents/Works/01_ATHENA/01_Projects/XtremeXP/Code/approximate-valinor/data/yellow_tripdata_2014_cleaned.csv,table,1,1,2.356426625,"select count(column12) as count_column12, min(column12) as min_column12, max(column12) as max_column12, sum(column12) as sum_column12, avg(column12) as avg_column12, sum(column12 * column12) as sum_of_squares_column12 from data_table where column05 > -74.00064 AND column05 < -73.97734 AND column06 > 40.716908 AND column06 < 40.734386;",0
/Users/vasilisstamatopoulos/Documents/Works/01_ATHENA/01_Projects/XtremeXP/Code/approximate-valinor/data/yellow_tripdata_2014_cleaned.csv,table,2,1,0.920224208,"select count(column12) as count_column12, min(column12) as min_column12, max(column12) as max_column12, sum(column12) as sum_column12, avg(column12) as avg_column12, sum(column12 * column12) as sum_of_squares_column12 from data_table where column05 > -73.99691 AND column05 < -73.97361 AND column06 > 40.719704 AND column06 < 40.737183;",0
/Users/vasilisstamatopoulos/Documents/Works/01_ATHENA/01_Projects/XtremeXP/Code/approximate-valinor/data/yellow_tripdata_2014_cleaned.csv,table,3,1,0.788713625,"select count(column12) as count_column12, min(column12) as min_column12, max(column12) as max_column12, sum(column12) as sum_column12, avg(column12) as avg_column12, sum(column12 * column12) as sum_of_squares_column12 from data_table where column05 > -73.99691 AND column05 < -73.97361 AND column06 > 40.716557 AND column06 < 40.734035;",0
/Users/vasilisstamatopoulos/Documents/Works/01_ATHENA/01_Projects/XtremeXP/Code/approximate-valinor/data/yellow_tripdata_2014_cleaned.csv,table,4,1,0.708372083,"select count(column12) as count_column12, min(column12) as min_column12, max(column12) as max_column12, sum(column12) as sum_column12, avg(column12) as avg_column12, sum(column12 * column12) as sum_of_squares_column12 from data_table where column05 > -74.000404 AND column05 < -73.977104 AND column06 > 40.716557 AND column06 < 40.734035;",0
/Users/vasilisstamatopoulos/Documents/Works/01_ATHENA/01_Projects/XtremeXP/Code/approximate-valinor/data/yellow_tripdata_2014_cleaned.csv,table,5,1,0.6743305,"select count(column12) as count_column12, min(column12) as min_column12, max(column12) as max_column12, sum(column12) as sum_column12, avg(column12) as avg_column12, sum(column12 * column12) as sum_of_squares_column12 from data_table where column05 > -73.99667 AND column05 < -73.97337 AND column06 > 40.71376 AND column06 < 40.73124;",0
/Users/vasilisstamatopoulos/Documents/Works/01_ATHENA/01_Projects/XtremeXP/Code/approximate-valinor/data/yellow_tripdata_2014_cleaned.csv,table,6,1,0.709773,"select count(column12) as count_column12, min(column12) as min_column12, max(column12) as max_column12, sum(column12) as sum_column12, avg(column12) as avg_column12, sum(column12 * column12) as sum_of_squares_column12 from data_table where column05 > -73.99388 AND column05 < -73.97058 AND column06 > 40.71376 AND column06 < 40.73124;",0
/Users/vasilisstamatopoulos/Documents/Works/01_ATHENA/01_Projects/XtremeXP/Code/approximate-valinor/data/yellow_tripdata_2014_cleaned.csv,table,7,1,0.567604667,"select count(column12) as count_column12, min(column12) as min_column12, max(column12) as max_column12, sum(column12) as sum_column12, avg(column12) as avg_column12, sum(column12 * column12) as sum_of_squares_column12 from data_table where column05 > -73.99109 AND column05 < -73.96779 AND column06 > 40.71586 AND column06 < 40.733337;",0
/Users/vasilisstamatopoulos/Documents/Works/01_ATHENA/01_Projects/XtremeXP/Code/approximate-valinor/data/yellow_tripdata_2014_cleaned.csv,table,8,1,0.522104834,"select count(column12) as count_column12, min(column12) as min_column12, max(column12) as max_column12, sum(column12) as sum_column12, avg(column12) as avg_column12, sum(column12 * column12) as sum_of_squares_column12 from data_table where column05 > -73.99482 AND column05 < -73.97152 AND column06 > 40.71586 AND column06 < 40.733337;",0
/Users/vasilisstamatopoulos/Documents/Works/01_ATHENA/01_Projects/XtremeXP/Code/approximate-valinor/data/yellow_tripdata_2014_cleaned.csv,table,9,1,0.537931042,"select count(column12) as count_column12, min(column12) as min_column12, max(column12) as max_column12, sum(column12) as sum_column12, avg(column12) as avg_column12, sum(column12 * column12) as sum_of_squares_column12 from data_table where column05 > -73.99482 AND column05 < -73.97152 AND column06 > 40.717957 AND column06 < 40.735435;",0
